pmid,year,title,species,observation_type,entity_a,relationship,entity_b_or_context,confidence,supporting_quote,needs_full_text,reviewed,devSim_param,entity_a_raw,entity_b_raw,source,evidence_type,figure_ref,timepoint_h,perturbation_type,dataset
36454860,2022,Nuclear corepressor SMRT acts as a strong regulator of both β-oxidation and suppressor of fibrosis in the differentiation process of mouse skeletal muscle cells.,mouse,grn_edge,TGF-β receptor signaling,activates,fibrosis markers,high,"C2C12-SKO cells had higher expression of fibrosis markers, indicating up-regulation of TGF-β receptor signaling",False,False,unmapped,TGF-β receptor signaling,fibrosis markers,fulltext,direct,,120,none,mouse_embryo
36454860,2022,Nuclear corepressor SMRT acts as a strong regulator of both β-oxidation and suppressor of fibrosis in the differentiation process of mouse skeletal muscle cells.,mouse,expression_timing,SMRT,correlates_with,late stage of muscle differentiation,high,SMRT protein accumulates in the latter differentiation phase of C2C12-WT cells by day 5,False,False,unmapped,SMRT,late stage of muscle differentiation,fulltext,direct,S1B Fig,120,none,mouse_embryo
36454860,2022,Nuclear corepressor SMRT acts as a strong regulator of both β-oxidation and suppressor of fibrosis in the differentiation process of mouse skeletal muscle cells.,mouse,perturbation,SMRT,required_for,MYH4 expression,high,expression of Myosin heavy chain (Myh4) was lower in both mRNA and protein levels in the two SMRT-null clones,False,False,unmapped,SMRT,MYH4 expression,fulltext,direct,"Fig. 1B, 1C",120,genetic_KO,mouse_embryo
36454860,2022,Nuclear corepressor SMRT acts as a strong regulator of both β-oxidation and suppressor of fibrosis in the differentiation process of mouse skeletal muscle cells.,mouse,perturbation,SMRT,inhibits,fibrosis,high,"C2C12-SKO cells had higher expression of markers of fibrosis (COL1A1 and FGF-2), indicating up-regulation of TGF-β receptor signaling",False,False,unmapped,SMRT,fibrosis,fulltext,direct,,120,genetic_KO,mouse_embryo
36469462,2022,Glycolytic flux-signaling controls mouse embryo mesoderm development.,mouse,spatial_pattern,aspartate,anticorrelates_with,extracellular glucose levels,high,aspartate as potential sentinel glycolytic metabolites negatively correlated with glucose,False,False,unmapped,aspartate,extracellular glucose levels,fulltext,direct,Fig. 1B,not_specified,none,mouse_embryo
36454860,2022,Nuclear corepressor SMRT acts as a strong regulator of both β-oxidation and suppressor of fibrosis in the differentiation process of mouse skeletal muscle cells.,mouse,perturbation,SMRT,inhibits,β-oxidation,high,loss of SMRT in these cells led to up-regulation of genes important in fatty-acid β-oxidation,False,False,unmapped,SMRT,β-oxidation,fulltext,direct,Fig. 2B,120,genetic_KO,mouse_embryo
36382369,2022,Paracrine interactions through FGFR1 and FGFR2 receptors regulate the development of preimplantation mouse chimaeric embryo.,mouse,perturbation,8-cell embryo,required_for,TE lineage formation in chimaeric embryo,high,ICMs derived from both early and late blastocysts no longer have the capacity to differentiate into the TE lineage,False,False,unmapped,8-cell embryo,TE lineage formation in chimaeric embryo,fulltext,direct,,96,none,mouse_embryo
36382369,2022,Paracrine interactions through FGFR1 and FGFR2 receptors regulate the development of preimplantation mouse chimaeric embryo.,mouse,spatial_pattern,GATA4,high_in,PE lineage,high,"detection of CDX2 (yellow), GATA4 (blue), GFP (green) and RFP (red) in representative chimaeric blastocysts",False,False,unmapped,GATA4,PE lineage,fulltext,direct,Fig. 1b-d,96,none,mouse_embryo
36382369,2022,Paracrine interactions through FGFR1 and FGFR2 receptors regulate the development of preimplantation mouse chimaeric embryo.,mouse,spatial_pattern,CDX2,high_in,TE lineage,high,"detection of CDX2 (yellow), GATA4 (blue), GFP (green) and RFP (red) in representative chimaeric blastocysts",False,False,unmapped,CDX2,TE lineage,fulltext,direct,Fig. 1b-d,96,none,mouse_embryo
36382369,2022,Paracrine interactions through FGFR1 and FGFR2 receptors regulate the development of preimplantation mouse chimaeric embryo.,mouse,spatial_pattern,SOX17,high_in,PE progenitors,high,blastocysts at this stage contained EPI and PE progenitors exhibiting mutually exclusive expression of SOX2 and SOX17,False,False,unmapped,SOX17,PE progenitors,fulltext,direct,"electronic supplementary material, figure S1",64,none,mouse_embryo
36382369,2022,Paracrine interactions through FGFR1 and FGFR2 receptors regulate the development of preimplantation mouse chimaeric embryo.,mouse,spatial_pattern,SOX2,high_in,EPI progenitors,high,blastocysts at this stage contained EPI and PE progenitors exhibiting mutually exclusive expression of SOX2 and SOX17,False,False,unmapped,SOX2,EPI progenitors,fulltext,direct,"electronic supplementary material, figure S1",64,none,mouse_embryo
36306780,2022,Stabilization of cell-cell adhesions prevents symmetry breaking and locks in pluripotency in 3D gastruloids.,mouse,perturbation,glucocorticoid receptor (GR) silencing,does_not_affect,gastruloid formation,high,Nr3c1/GR silencing does not affect gastruloid formation,False,False,unmapped,glucocorticoid receptor (GR) silencing,gastruloid formation,fulltext,direct,,120,genetic_KO,gastruloid
36306780,2022,Stabilization of cell-cell adhesions prevents symmetry breaking and locks in pluripotency in 3D gastruloids.,mouse,perturbation,CHIR99021,reduces,esMT phenotype,high,CHIR as a positive control reduced the fraction of irregular/flat-shaped cell colonies,False,False,unmapped,CHIR99021,esMT phenotype,fulltext,direct,Fig. 1B,not_specified,pharmacological,gastruloid
36306780,2022,Stabilization of cell-cell adhesions prevents symmetry breaking and locks in pluripotency in 3D gastruloids.,mouse,perturbation,spiramycin,does_not_prevent,gastruloid elongation,high,spiramycin-treated aggregates developed into elongated gastruloids,False,False,unmapped,spiramycin,gastruloid elongation,fulltext,direct,Fig. 1D,120,pharmacological,gastruloid
36306780,2022,Stabilization of cell-cell adhesions prevents symmetry breaking and locks in pluripotency in 3D gastruloids.,mouse,perturbation,propafenone,does_not_prevent,gastruloid elongation,high,propafenone-treated aggregates developed into elongated gastruloids,False,False,unmapped,propafenone,gastruloid elongation,fulltext,direct,Fig. 1D,120,pharmacological,gastruloid
36306780,2022,Stabilization of cell-cell adhesions prevents symmetry breaking and locks in pluripotency in 3D gastruloids.,mouse,spatial_pattern,BRACHYURY,high_in,control gastruloids,high,Representative confocal images of BRACHYURY at 120 h,False,False,unmapped,BRACHYURY,control gastruloids,fulltext,direct,Fig. 1E,120,none,gastruloid
36306780,2022,Stabilization of cell-cell adhesions prevents symmetry breaking and locks in pluripotency in 3D gastruloids.,mouse,perturbation,budesonide,prevents,exit from pluripotency,high,budesonide prevents exit from pluripotency under different conditions,False,False,unmapped,budesonide,exit from pluripotency,fulltext,direct,,120,pharmacological,gastruloid
36454860,2022,Nuclear corepressor SMRT acts as a strong regulator of both β-oxidation and suppressor of fibrosis in the differentiation process of mouse skeletal muscle cells.,mouse,perturbation,SMRT,required_for,myotube formation,high,loss of SMRT in these cells led to significant loss of myofiber formation,False,False,unmapped,SMRT,myotube formation,fulltext,direct,Fig. 1A,120,genetic_KO,mouse_embryo
36469462,2022,Glycolytic flux-signaling controls mouse embryo mesoderm development.,mouse,perturbation,cytoPFKFB3 overexpression,enhances,FBP and lactate levels,high,Similar changes were observed upon glycolytic activation by cytoPFKFB3 overexpression,False,False,unmapped,cytoPFKFB3 overexpression,FBP and lactate levels,fulltext,direct,Fig. 3C,not_specified,genetic_OE,mouse_embryo
36469462,2022,Glycolytic flux-signaling controls mouse embryo mesoderm development.,mouse,spatial_pattern,FBP,correlates_with,lactate secretion in PSM explants,high,FBP levels showed a linear correlation with lactate secretion in control explants,False,False,unmapped,FBP,lactate secretion in PSM explants,fulltext,direct,Fig. 3—figure supplement 1C,not_specified,none,mouse_embryo
36531946,2022,Regionally specific levels and patterns of keratin 8 expression in the mouse embryo visceral endoderm emerge upon anterior-posterior axis determination.,mouse,spatial_pattern,Keratin 8,high_in,trophectoderm apical surface,high,"K8 was indeed strongly identified by immunostaining in TE cells, remained localised apically",False,False,unmapped,Keratin 8,trophectoderm apical surface,fulltext,direct,Fig. 1B-I,96,none,mouse_embryo
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,expression_timing,Wnt,activates,germ layer differentiation,high,"At 48 h when they received Wnt activation. During this activation, between 60 and 72 h, most of the cells started differentiating via a primitive streak-like state",False,False,unmapped,Wnt,germ layer differentiation,fulltext,direct,Fig. 1D,48,pharmacological,gastruloid
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,expression_timing,pluripotency markers,high_in,ectopic pluripotency cells,high,"cells displayed strong similarities with naive ES cells and expressed pluripotency markers such as Sox2, Esrrb, and Zfp42",False,False,unmapped,pluripotency markers,ectopic pluripotency cells,fulltext,direct,Fig. 1E,60,none,gastruloid
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,spatial_pattern,Sox2,gradient_in,center to periphery,high,Sox2 and other pluripotency-related transcription factors exhibited a graded expression from the center to the periphery,False,False,unmapped,Sox2,center to periphery,fulltext,direct,,36,none,gastruloid
37162187,2023,A ratchet-like apical constriction drives cell ingression during the mouse gastrulation EMT.,mouse,expression_timing,apical constriction,correlates_with,cell ingression at primitive streak,high,epiblast cells undergo extensive apical constriction and ingression within ~40 µm region at posterior midline,False,False,unmapped,apical constriction,cell ingression at primitive streak,fulltext,direct,"Fig. 1D, E",not_specified,none,mouse_embryo
37162187,2023,A ratchet-like apical constriction drives cell ingression during the mouse gastrulation EMT.,mouse,spatial_pattern,Crumbs2 complex proteins,high_in,anisotropic apical distribution during ingression,high,anisotropic apical distribution of actomyosin network and Crumbs2 complex proteins,False,False,unmapped,Crumbs2 complex proteins,anisotropic apical distribution during ingression,fulltext,direct,,not_specified,none,mouse_embryo
37162187,2023,A ratchet-like apical constriction drives cell ingression during the mouse gastrulation EMT.,mouse,spatial_pattern,actomyosin network,high_in,anisotropic apical distribution during ingression,high,anisotropic apical distribution of actomyosin network and Crumbs2 complex proteins,False,False,unmapped,actomyosin network,anisotropic apical distribution during ingression,fulltext,direct,,not_specified,none,mouse_embryo
37162187,2023,A ratchet-like apical constriction drives cell ingression during the mouse gastrulation EMT.,mouse,spatial_pattern,Snail,high_in,primitive streak domain,high,region corresponded to domain of Snail expression and basement membrane breakdown within epiblast,False,False,unmapped,Snail,primitive streak domain,fulltext,direct,Fig. 1E,not_specified,none,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,perturbation,CHIR99021 pulse,enhances,gastruloid elongated structure formation,medium,"formation of elongated structure from aggregates with or without CHIR pulse, more obvious at 120h",False,False,unmapped,CHIR99021 pulse,gastruloid elongated structure formation,fulltext,direct,"Figure 1G, 1H",120,pharmacological,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,spatial_pattern,SOX2,high_in,gastruloid ectoderm,high,examined expression of SOX2 (an ectoderm marker) and detected characteristic,False,False,unmapped,SOX2,gastruloid ectoderm,fulltext,direct,"Figure 1G, 1H",120,none,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,spatial_pattern,SOX17,high_in,gastruloid endoderm,high,examined expression of SOX17 (an endoderm marker) and detected characteristic,False,False,unmapped,SOX17,gastruloid endoderm,fulltext,direct,"Figure 1G, 1H",120,none,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,spatial_pattern,T,high_in,gastruloid mesoderm,high,examined expression of T (a mesoderm marker) and SOX17 (an endoderm marker) and detected characteristic,False,False,unmapped,T,gastruloid mesoderm,fulltext,direct,"Figure 1G, 1H",120,none,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,grn_edge,WNT/β-catenin signaling activation,sustains,"primed pluripotency gene expression (Foxa2, Fgf5)",high,EpiLSCs express high levels of both naive and primed pluripotency genes,False,False,unmapped,WNT/β-catenin signaling activation,"primed pluripotency gene expression (Foxa2, Fgf5)",fulltext,direct,Figure 1B,not_specified,none,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,grn_edge,WNT/β-catenin signaling activation,sustains,"naive pluripotency gene expression (Rex1, Esrrb)",high,EpiLSCs express high levels of both naive and primed pluripotency genes,False,False,unmapped,WNT/β-catenin signaling activation,"naive pluripotency gene expression (Rex1, Esrrb)",fulltext,direct,Figure 1B,not_specified,none,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,perturbation,CHIR99021,enhances,EpiLC dome-shaped colony formation and alkaline phosphatase staining,high,"when treated with CHIR99021 for 2 days, EpiLCs+CHIR aggregated with dome-shaped colonies and higher AP staining",False,False,unmapped,CHIR99021,EpiLC dome-shaped colony formation and alkaline phosphatase staining,fulltext,direct,Figure 1A,48,pharmacological,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,expression_timing,Wnt3a,initiates,day 2 EpiLCs,high,expression of Wnt3a together with downstream targets initiated in mouse day 2 EpiLCs,False,False,unmapped,Wnt3a,day 2 EpiLCs,fulltext,direct,Figure S1B,48,none,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,grn_edge,WNT/β-catenin signaling,activates,Tcf7l2,high,"posterior epiblast expresses high levels of Wnt3 and downstream targets Tcf7l1, Tcf7l2",False,False,unmapped,WNT/β-catenin signaling,Tcf7l2,fulltext,direct,Figure S1A,not_specified,none,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,grn_edge,WNT/β-catenin signaling,activates,Tcf7l1,high,"posterior epiblast expresses high levels of Wnt3 and downstream targets Tcf7l1, Tcf7l2",False,False,unmapped,WNT/β-catenin signaling,Tcf7l1,fulltext,direct,Figure S1A,not_specified,none,mouse_embryo
36848234,2023,Epiblast-like stem cells established by Wnt/β-catenin signaling manifest distinct features of formative pluripotency and germline competence.,mouse,grn_edge,WNT/β-catenin signaling,activates,Lef1,high,posterior epiblast expresses high levels of Wnt3 and its downstream targets Lef1,False,False,unmapped,WNT/β-catenin signaling,Lef1,fulltext,direct,Figure S1A,not_specified,none,mouse_embryo
36531946,2022,Regionally specific levels and patterns of keratin 8 expression in the mouse embryo visceral endoderm emerge upon anterior-posterior axis determination.,mouse,spatial_pattern,Keratin 8,low_in,epiblast,high,epiblast had no detectable K8,False,False,unmapped,Keratin 8,epiblast,fulltext,direct,Fig. 2C,126,none,mouse_embryo
36531946,2022,Regionally specific levels and patterns of keratin 8 expression in the mouse embryo visceral endoderm emerge upon anterior-posterior axis determination.,mouse,spatial_pattern,Keratin 8,high_in,extra-embryonic ectoderm,high,strong YFP signal in the extra-embryonic ectoderm,False,False,unmapped,Keratin 8,extra-embryonic ectoderm,fulltext,direct,Fig. 2C,126,none,mouse_embryo
36531946,2022,Regionally specific levels and patterns of keratin 8 expression in the mouse embryo visceral endoderm emerge upon anterior-posterior axis determination.,mouse,spatial_pattern,Keratin 8,high_in,visceral endoderm apical side,high,"homogenous pattern of expression all along the epithelium, with higher level on apical side, compared with lateral side",False,False,unmapped,Keratin 8,visceral endoderm apical side,fulltext,direct,Fig. 2E,132,none,mouse_embryo
36531946,2022,Regionally specific levels and patterns of keratin 8 expression in the mouse embryo visceral endoderm emerge upon anterior-posterior axis determination.,mouse,spatial_pattern,Keratin 8,high_in,visceral endoderm at egg cylinder stage,high,"appearance of a dense network of K8 containing filaments in the VE, with increased density at cell-cell contacts",False,False,unmapped,Keratin 8,visceral endoderm at egg cylinder stage,fulltext,direct,"Fig. 2B,G",126,none,mouse_embryo
36531946,2022,Regionally specific levels and patterns of keratin 8 expression in the mouse embryo visceral endoderm emerge upon anterior-posterior axis determination.,mouse,spatial_pattern,Keratin 8,high_in,mural trophectoderm cells in contact with endometrium,high,K8 level was higher in mural TE cells that are in contact with the endometrium,False,False,unmapped,Keratin 8,mural trophectoderm cells in contact with endometrium,fulltext,direct,"Fig. 1P,Q",120,none,mouse_embryo
36531946,2022,Regionally specific levels and patterns of keratin 8 expression in the mouse embryo visceral endoderm emerge upon anterior-posterior axis determination.,mouse,spatial_pattern,Keratin 8,low_in,visceral endoderm at early stage,high,K8 was still indistinguishable by immunostaining in early VE derived from primitive endoderm,False,False,unmapped,Keratin 8,visceral endoderm at early stage,fulltext,direct,Fig. 1N-Q,120,none,mouse_embryo
36531946,2022,Regionally specific levels and patterns of keratin 8 expression in the mouse embryo visceral endoderm emerge upon anterior-posterior axis determination.,mouse,spatial_pattern,Keratin 8,low_in,inner cell mass,high,K8 remained undetectable in inner cells,False,False,unmapped,Keratin 8,inner cell mass,fulltext,direct,Fig. 1B-I,96,none,mouse_embryo
37209681,2023,Multimodal characterization of murine gastruloid development.,mouse,grn_edge,Sox2,modulates,Wnt response,medium,"the level of Sox2 expression dictates the response to Wnt: high levels of Sox2 activate pluripotency genes, whereas low levels induce mesoderm identities",False,False,unmapped,Sox2,Wnt response,fulltext,cited,,not_specified,none,gastruloid
37986746,2023,TBXT dose sensitivity and the decoupling of nascent mesoderm specification from EMT progression in 2D human gastruloids.,human,spatial_pattern,WNT3a,high_in,mesendoderm domain,high,WNT3a protein expression was maintained in the mesendoderm domain across all genotypes,False,False,unmapped,WNT3a,mesendoderm domain,fulltext,direct,"Fig. 1E, F",48,none,gastruloid
34863249,2021,Ethionine-mediated reduction of S-adenosylmethionine is responsible for the neural tube defects in the developing mouse embryo-mediated m6A modification and is involved in neural tube defects via modulating Wnt/β-catenin signaling pathway.,mouse,grn_edge,METTL3,activates,Wnt/β-catenin signaling pathway,medium,METTL3 might induce apoptosis and inhibit proliferation by activating Wnt/β-catenin,False,False,unmapped,METTL3,Wnt/β-catenin signaling pathway,fulltext,review,,not_specified,none,mouse_embryo
34863249,2021,Ethionine-mediated reduction of S-adenosylmethionine is responsible for the neural tube defects in the developing mouse embryo-mediated m6A modification and is involved in neural tube defects via modulating Wnt/β-catenin signaling pathway.,mouse,perturbation,Ethionine,reduces,PCNA-positive cells (proliferation),high,"after pretreatment with ethionine, PCNA-positive cells decreased",False,False,unmapped,Ethionine,PCNA-positive cells (proliferation),fulltext,direct,,250,pharmacological,mouse_embryo
32496642,2020,Methoxyacetic acid inhibits histone deacetylase and impairs axial elongation morphogenesis of mouse gastruloids in a retinoic acid signaling-dependent manner.,mouse,perturbation,MAA,reduces,relative aspect ratio,high,"at 2 and 4mM, the relative aspect ratio was reduced by 49 and 63%, respectively",False,False,unmapped,MAA,relative aspect ratio,fulltext,direct,Fig. 2b,96,pharmacological,gastruloid
32496642,2020,Methoxyacetic acid inhibits histone deacetylase and impairs axial elongation morphogenesis of mouse gastruloids in a retinoic acid signaling-dependent manner.,mouse,perturbation,MAA,reduces,axial elongation,high,MAA reduced axial elongation of gastruloids at concentrations comparable to the teratogenic plasma level,False,False,unmapped,MAA,axial elongation,fulltext,direct,"Fig. 2a, b",96,pharmacological,gastruloid
32317925,2020,Dopaminergic Progenitors Derived From Epiblast Stem Cells Function Similarly to Primary VM-Derived Progenitors When Transplanted Into a Parkinson's Disease Model.,mouse,grn_edge,Shh,required_for,midbrain DAergic progenitor generation,high,Shh alone for 3 days and then from day 5 cells were exposed to both Shh and Fgf8,False,False,unmapped,Shh,midbrain DAergic progenitor generation,fulltext,direct,Fig. 1A,168,none,mouse_embryo
32317925,2020,Dopaminergic Progenitors Derived From Epiblast Stem Cells Function Similarly to Primary VM-Derived Progenitors When Transplanted Into a Parkinson's Disease Model.,mouse,grn_edge,FGF signaling,required_for,midbrain DAergic progenitor generation,high,"stepwise manipulation of FGF signaling was employed; PD0325901 added for 2 days to block FGF, followed by Shh alone for 3 days then both Shh and Fgf8",False,False,unmapped,FGF signaling,midbrain DAergic progenitor generation,fulltext,direct,Fig. 1A,168,pharmacological,mouse_embryo
32317925,2020,Dopaminergic Progenitors Derived From Epiblast Stem Cells Function Similarly to Primary VM-Derived Progenitors When Transplanted Into a Parkinson's Disease Model.,mouse,expression_timing,FOXA2,maintained_at,day 14 of EpiSC differentiation,high,Cells analyzed at day 14 showed maintained expression of Foxa2,False,False,unmapped,FOXA2,day 14 of EpiSC differentiation,fulltext,direct,Fig. 1D,336,none,mouse_embryo
32317925,2020,Dopaminergic Progenitors Derived From Epiblast Stem Cells Function Similarly to Primary VM-Derived Progenitors When Transplanted Into a Parkinson's Disease Model.,mouse,expression_timing,OTX2,expressed_at,day 7 of EpiSC differentiation,high,"At day 7, EpiSCs expressed Foxa2, Otx2, and Nestin",False,False,unmapped,OTX2,day 7 of EpiSC differentiation,fulltext,direct,Fig. 1C,168,none,mouse_embryo
32317925,2020,Dopaminergic Progenitors Derived From Epiblast Stem Cells Function Similarly to Primary VM-Derived Progenitors When Transplanted Into a Parkinson's Disease Model.,mouse,expression_timing,FOXA2,expressed_at,day 7 of EpiSC differentiation,high,"At day 7, EpiSCs expressed Foxa2, Otx2, and Nestin",False,False,unmapped,FOXA2,day 7 of EpiSC differentiation,fulltext,direct,Fig. 1C,168,none,mouse_embryo
32317925,2020,Dopaminergic Progenitors Derived From Epiblast Stem Cells Function Similarly to Primary VM-Derived Progenitors When Transplanted Into a Parkinson's Disease Model.,mouse,expression_timing,Lmx1a,expressed_at,day 7 of EpiSC differentiation,high,"At day 7, EpiSCs expressed Dmrt5, Lmx1a, and Nestin",False,False,unmapped,Lmx1a,day 7 of EpiSC differentiation,fulltext,direct,Fig. 1B,168,none,mouse_embryo
32317925,2020,Dopaminergic Progenitors Derived From Epiblast Stem Cells Function Similarly to Primary VM-Derived Progenitors When Transplanted Into a Parkinson's Disease Model.,mouse,expression_timing,Dmrt5,expressed_at,day 7 of EpiSC differentiation,high,"At day 7, EpiSCs expressed Dmrt5, Lmx1a, and Nestin",False,False,unmapped,Dmrt5,day 7 of EpiSC differentiation,fulltext,direct,Fig. 1B,168,none,mouse_embryo
31992369,2020,Exosomes from bone marrow mesenchymal stem cells enhance fracture healing through the promotion of osteogenesis and angiogenesis in a rat model of nonunion.,mouse,perturbation,BMMSC-Exosomes,enhances,MC3T3-E1 osteoblast precursor proliferation and migration,high,BMMSC-Exos were taken up by MC3T3-E1 and their proliferation and migration were improved,False,False,unmapped,BMMSC-Exosomes,MC3T3-E1 osteoblast precursor proliferation and migration,fulltext,direct,,not_specified,none,mouse_embryo
31992369,2020,Exosomes from bone marrow mesenchymal stem cells enhance fracture healing through the promotion of osteogenesis and angiogenesis in a rat model of nonunion.,mouse,perturbation,BMMSC-Exosomes,enhances,HUVEC proliferation and migration,high,BMMSC-Exos were taken up by HUVECs and their proliferation and migration were improved,False,False,unmapped,BMMSC-Exosomes,HUVEC proliferation and migration,fulltext,direct,,not_specified,none,mouse_embryo
32496642,2020,Methoxyacetic acid inhibits histone deacetylase and impairs axial elongation morphogenesis of mouse gastruloids in a retinoic acid signaling-dependent manner.,mouse,perturbation,MAA,upregulates,RA signaling target genes,high,it upregulated the RA signaling target genes,False,False,unmapped,MAA,RA signaling target genes,fulltext,direct,Fig. 3,96,pharmacological,gastruloid
31992369,2020,Exosomes from bone marrow mesenchymal stem cells enhance fracture healing through the promotion of osteogenesis and angiogenesis in a rat model of nonunion.,mouse,perturbation,BMMSC-Exosomes,enhances,osteogenesis and angiogenesis in fracture healing,high,"Transplantation of BMMSC-Exos obviously enhanced osteogenesis, angiogenesis and bone healing",False,False,unmapped,BMMSC-Exosomes,osteogenesis and angiogenesis in fracture healing,fulltext,direct,Fig. 2a,not_specified,none,mouse_embryo
31992369,2020,Exosomes from bone marrow mesenchymal stem cells enhance fracture healing through the promotion of osteogenesis and angiogenesis in a rat model of nonunion.,mouse,perturbation,BMP-2 inhibitors (noggin and LDN193189),reduces,osteogenesis via BMP-2/Smad1/RUNX2 pathway,high,BMP-2 inhibitors noggin and LDN193189 were utilized to explore exosome effect on osteogenesis,False,False,unmapped,BMP-2 inhibitors (noggin and LDN193189),osteogenesis via BMP-2/Smad1/RUNX2 pathway,fulltext,direct,,not_specified,pharmacological,mouse_embryo
31992369,2020,Exosomes from bone marrow mesenchymal stem cells enhance fracture healing through the promotion of osteogenesis and angiogenesis in a rat model of nonunion.,mouse,grn_edge,BMP-2,activates,Smad1/RUNX2,high,BMP-2/Smad1/RUNX2 signalling pathway played an important role in pro-osteogenesis,False,False,unmapped,BMP-2,Smad1/RUNX2,fulltext,direct,,not_specified,pharmacological,mouse_embryo
31915377,2020,TGF-β orchestrates fibrogenic and developmental EMTs via the RAS effector RREB1.,mouse,grn_edge,Snail,activates,fibrogenic factors,medium,SNAIL as inducer of downstream fibrogenic signals in renal fibrosis,False,False,unmapped,Snail,fibrogenic factors,fulltext,cited,,not_specified,none,mouse_embryo
31915377,2020,TGF-β orchestrates fibrogenic and developmental EMTs via the RAS effector RREB1.,mouse,grn_edge,RREB1,activates,mesendoderm genes,medium,SMADs with RREB1 directly regulate mesendoderm genes in pluripotent progenitors,False,False,unmapped,RREB1,mesendoderm genes,fulltext,review,,not_specified,none,mouse_embryo
31915377,2020,TGF-β orchestrates fibrogenic and developmental EMTs via the RAS effector RREB1.,mouse,grn_edge,SMAD,activates,mesendoderm genes,medium,SMADs with RREB1 directly regulate mesendoderm genes in pluripotent progenitors,False,False,unmapped,SMAD,mesendoderm genes,fulltext,review,,not_specified,none,mouse_embryo
31915377,2020,TGF-β orchestrates fibrogenic and developmental EMTs via the RAS effector RREB1.,mouse,grn_edge,RREB1,activates,Snail,high,SMADs with RREB1 directly regulate the expression of EMT transcription factors,False,False,unmapped,RREB1,Snail,fulltext,review,,not_specified,none,mouse_embryo
31915377,2020,TGF-β orchestrates fibrogenic and developmental EMTs via the RAS effector RREB1.,mouse,grn_edge,SMAD,activates,Snail,high,SMADs with RREB1 directly regulate the expression of EMT transcription factors,False,False,unmapped,SMAD,Snail,fulltext,review,,not_specified,none,mouse_embryo
31915377,2020,TGF-β orchestrates fibrogenic and developmental EMTs via the RAS effector RREB1.,mouse,grn_edge,RAS-MAPK,activates,RREB1,high,TGF-β and RAS-MAPK signals acting jointly through SMAD and RREB1,False,False,unmapped,RAS-MAPK,RREB1,fulltext,review,Fig. 4k,not_specified,none,mouse_embryo
31915377,2020,TGF-β orchestrates fibrogenic and developmental EMTs via the RAS effector RREB1.,mouse,grn_edge,TGF-β,activates,SMAD,high,TGF-β and RAS-MAPK signals acting jointly through SMAD and RREB1,False,False,unmapped,TGF-β,SMAD,fulltext,review,Fig. 4k,not_specified,none,mouse_embryo
31827285,2019,Multi-omics profiling of mouse gastrulation at single-cell resolution.,mouse,grn_edge,chromatin opening,activates,endoderm and mesoderm fate specification,high,endoderm and mesoderm are actively diverted from the default path by demethylation and chromatin opening at the corresponding enhancer elements,False,False,unmapped,chromatin opening,endoderm and mesoderm fate specification,fulltext,direct,Figure 3a,not_specified,none,mouse_embryo
31827285,2019,Multi-omics profiling of mouse gastrulation at single-cell resolution.,mouse,grn_edge,demethylation,activates,endoderm and mesoderm fate specification,high,endoderm and mesoderm are actively diverted from the default path by demethylation and chromatin opening,False,False,unmapped,demethylation,endoderm and mesoderm fate specification,fulltext,direct,Figure 3a,not_specified,none,mouse_embryo
31992369,2020,Exosomes from bone marrow mesenchymal stem cells enhance fracture healing through the promotion of osteogenesis and angiogenesis in a rat model of nonunion.,mouse,grn_edge,HIF-1α,activates,VEGF,medium,HIF-1α/VEGF signalling pathways activated by BMMSC-Exos to promote angiogenesis,False,False,unmapped,HIF-1α,VEGF,fulltext,review,,not_specified,none,mouse_embryo
31827285,2019,Multi-omics profiling of mouse gastrulation at single-cell resolution.,mouse,spatial_pattern,epiblast cells,high_in,ectoderm fate priming,high,pluripotent epiblast cells are epigenetically primed for an ectoderm fate as early as E4.5,False,False,unmapped,epiblast cells,ectoderm fate priming,fulltext,direct,Figure 3a,not_specified,none,mouse_embryo
